#{"t_start": 1771155517.2183504, "env_id": "Swimmer-v5"}
r,l,t
30.606747,1000,584.996783
37.536268,1000,595.340739
25.356259,1000,601.761341
36.328414,1000,608.188536
34.423806,1000,614.610752
50.217435,1000,621.018526
37.442644,1000,631.241941
39.682973,1000,637.68558
30.507988,1000,644.105518
25.000973,1000,650.523939
27.547953,1000,656.941348
25.159165,1000,667.236259
38.966334,1000,673.651109
33.450505,1000,680.067696
37.739948,1000,686.504659
43.542466,1000,692.94366
47.524766,1000,703.229794
55.450607,1000,709.646058
51.762279,1000,716.064633
40.165661,1000,722.481323
43.818722,1000,728.893224
34.969774,1000,739.050294
17.358164,1000,745.494231
17.201521,1000,751.947089
17.799719,1000,758.395421
20.312886,1000,764.835092
18.13512,1000,775.234045
16.095951,1000,781.689063
19.642374,1000,788.136508
20.425973,1000,794.575532
18.567971,1000,801.020119
18.827794,1000,811.44778
19.009811,1000,817.900409
18.099004,1000,824.344517
17.014045,1000,830.78992
18.196596,1000,837.249461
16.593231,1000,847.67575
18.936236,1000,854.128283
18.853291,1000,860.582868
15.521395,1000,867.052455
16.859009,1000,873.513311
14.574671,1000,883.931299
16.633306,1000,890.396664
11.117116,1000,896.901729
14.527945,1000,903.383345
14.835601,1000,909.854944
12.496249,1000,920.298154
16.601059,1000,926.781278
17.093356,1000,933.254305
13.402419,1000,939.730806
13.641851,1000,946.197266
29.660127,1000,956.64188
22.775095,1000,963.110631
20.436299,1000,969.580134
-3.071601,1000,976.04357
18.955026,1000,982.524791
-6.867662,1000,992.942223
5.184476,1000,999.41721
23.857908,1000,1005.976853
21.023673,1000,1012.454264
24.454994,1000,1018.921026
27.34104,1000,1029.495784
25.244946,1000,1035.993878
23.852529,1000,1042.493441
33.387861,1000,1049.028054
34.287693,1000,1055.501498
28.135844,1000,1065.920076
26.587048,1000,1072.387323
32.273899,1000,1078.865027
30.282994,1000,1085.316253
21.539885,1000,1091.769417
36.492497,1000,1102.156148
37.096239,1000,1108.58949
25.372565,1000,1115.02809
28.299586,1000,1121.461297
20.946455,1000,1127.904296
19.945283,1000,1138.244772
26.230906,1000,1144.664042
29.577162,1000,1151.084871
33.776064,1000,1157.508445
50.787974,1000,1163.921763
38.390674,1000,1174.219388
31.258121,1000,1180.589503
21.000259,1000,1186.967669
30.975911,1000,1193.333433
30.687608,1000,1199.72236
10.228982,1000,1209.970131
20.652134,1000,1216.347283
42.558008,1000,1222.719708
4.78502,1000,1229.089819
21.292176,1000,1235.4729
13.041121,1000,1245.725296
-16.596525,1000,1252.104253
-17.881617,1000,1258.481324
-4.035017,1000,1264.851448
-2.106204,1000,1271.218438
32.210672,1000,1281.233118
14.117631,1000,1287.595511
10.034134,1000,1293.935575
4.628041,1000,1300.287834
19.246135,1000,1306.642634
21.135113,1000,1316.858156
22.289146,1000,1323.225557
21.513646,1000,1329.565908
19.612596,1000,1335.905685
18.055233,1000,1342.258141
21.991619,1000,1352.379155
21.873408,1000,1358.744951
23.775381,1000,1365.103195
24.588739,1000,1371.44549
24.106876,1000,1377.78768
24.263365,1000,1387.904873
12.455191,1000,1394.240752
32.828353,1000,1400.569208
34.955045,1000,1406.910977
40.524485,1000,1413.246634
39.565025,1000,1423.397065
26.36779,1000,1429.750221
18.494734,1000,1436.114652
12.31686,1000,1442.51605
17.427861,1000,1448.922908
24.795823,1000,1459.156981
23.131281,1000,1465.578489
25.985896,1000,1472.011842
30.062979,1000,1478.427874
12.973407,1000,1484.834352
23.043338,1000,1495.187496
26.870392,1000,1501.599813
14.070457,1000,1508.004555
21.196765,1000,1514.402227
10.757392,1000,1520.806842
9.358996,1000,1531.089938
25.226376,1000,1537.49387
36.341756,1000,1543.888427
11.206387,1000,1550.270319
2.277018,1000,1556.681561
-1.2926,1000,1566.998489
-6.554336,1000,1573.400223
-4.967045,1000,1579.799873
-6.145658,1000,1586.237691
-5.806159,1000,1592.647653
-2.390179,1000,1602.960877
7.715122,1000,1609.365136
4.83717,1000,1615.791622
11.284424,1000,1622.259586
6.191605,1000,1628.672981
4.010117,1000,1638.962244
13.861294,1000,1645.391988
12.809884,1000,1651.75237
8.455549,1000,1658.111387
8.759163,1000,1664.466232
3.975282,1000,1674.694436
11.766654,1000,1681.051355
7.821008,1000,1687.418095
26.871896,1000,1693.863631
14.548316,1000,1700.235429
24.422423,1000,1710.429947
8.895827,1000,1716.792259
8.865984,1000,1723.158927
22.606536,1000,1729.536021
-1.884974,1000,1735.907164
30.87551,1000,1746.177721
14.806183,1000,1752.54972
-1.485723,1000,1758.950738
3.658198,1000,1765.301453
0.086456,1000,1771.617045
13.28066,1000,1781.755136
12.386236,1000,1788.091672
8.351523,1000,1794.397243
33.604627,1000,1800.705333
13.581721,1000,1807.018988
23.131127,1000,1817.069878
22.310509,1000,1823.389596
26.014485,1000,1829.715016
30.317855,1000,1836.085276
6.893059,1000,1842.457437
53.475527,1000,1852.49553
8.564545,1000,1858.842188
11.082823,1000,1865.204956
8.84657,1000,1871.55241
18.13338,1000,1877.880394
18.722002,1000,1888.069363
7.927528,1000,1894.405803
23.290181,1000,1900.748657
8.127689,1000,1907.083156
14.940064,1000,1913.424328
-1.189374,1000,1923.585595
-6.951805,1000,1929.941826
152.814909,1000,1936.249966
4.676924,1000,1942.572582
73.095642,1000,1948.883474
-5.95143,1000,1958.891518
92.969401,1000,1965.193622
194.435565,1000,1971.507555
261.632361,1000,1977.822163
71.869593,1000,1984.168228
212.61072,1000,1994.132512
134.575726,1000,2000.471201
37.892054,1000,2006.809084
74.590307,1000,2013.149272
82.420731,1000,2019.471231
51.472666,1000,2029.371466
54.20959,1000,2035.685704
59.406349,1000,2042.015735
47.886068,1000,2048.340272
80.768707,1000,2054.659263
73.779749,1000,2064.558729
137.890767,1000,2070.894614
193.59787,1000,2077.221991
41.793767,1000,2083.542041
50.328274,1000,2089.858466
248.208957,1000,2099.732654
306.068894,1000,2106.059155
304.187055,1000,2112.385238
329.064985,1000,2118.705813
309.156303,1000,2125.044709
91.92643,1000,2134.943873
58.475559,1000,2141.342964
33.858059,1000,2147.664131
167.992828,1000,2154.009895
257.304197,1000,2160.33568
309.122056,1000,2170.437473
283.494059,1000,2176.760863
99.412716,1000,2183.09814
26.440705,1000,2189.427623
32.477927,1000,2195.754939
214.759123,1000,2205.62441
301.759996,1000,2211.960619
297.169295,1000,2218.286195
237.709278,1000,2224.622831
188.660195,1000,2230.95432
132.525764,1000,2240.848578
268.653927,1000,2247.178542
224.31389,1000,2253.522973
271.568354,1000,2259.859427
283.994424,1000,2266.206373
287.780291,1000,2276.180466
244.172284,1000,2282.634988
187.706075,1000,2289.070988
266.493388,1000,2295.518294
319.21492,1000,2301.946786
338.018091,1000,2312.096797
330.506293,1000,2318.530891
336.501496,1000,2324.989824
334.124375,1000,2331.416239
333.035513,1000,2337.843901
339.315838,1000,2347.927125
342.532351,1000,2354.26498
341.156652,1000,2360.598429
341.760782,1000,2366.934038
340.95903,1000,2373.26894
340.72599,1000,2383.277015
340.110224,1000,2389.610685
340.093328,1000,2395.945872
339.244037,1000,2402.281057
344.207126,1000,2408.634699
341.510148,1000,2418.624552
349.730353,1000,2424.969577
345.916646,1000,2431.310183
350.146605,1000,2437.668921
347.368605,1000,2444.009061
339.329637,1000,2453.897743
347.052087,1000,2460.236576
343.570086,1000,2466.593517
353.138222,1000,2472.940236
344.874985,1000,2479.281698
339.440645,1000,2489.327363
341.470572,1000,2495.690737
339.384208,1000,2502.037434
343.511369,1000,2508.382021
341.064801,1000,2514.776012
341.552477,1000,2524.734716
341.191191,1000,2531.127705
350.541097,1000,2537.520771
344.740491,1000,2543.925526
342.989702,1000,2550.333361
343.872489,1000,2560.437733
347.840354,1000,2566.837316
347.76467,1000,2573.23805
345.912029,1000,2579.626861
348.041081,1000,2585.993215
346.041666,1000,2595.90771
343.622954,1000,2602.403449
346.75578,1000,2608.829643
341.422277,1000,2615.224509
346.465371,1000,2621.624413
344.621014,1000,2631.728295
343.325219,1000,2638.144913
347.339418,1000,2644.559822
348.410727,1000,2650.967854
343.427545,1000,2657.369992
346.405075,1000,2667.386855
347.172054,1000,2673.815222
346.142578,1000,2680.226055
346.47296,1000,2686.629371
345.628825,1000,2693.071167
346.984466,1000,2703.080762
348.357452,1000,2709.499538
350.896668,1000,2715.973041
343.948912,1000,2722.586047
343.543839,1000,2729.137715
346.064969,1000,2739.229236
343.929046,1000,2745.69361
344.006971,1000,2752.175293
350.827322,1000,2758.611948
345.1115,1000,2764.985536
347.722298,1000,2774.905487
344.701547,1000,2781.291208
351.254518,1000,2787.728896
349.857742,1000,2794.192364
347.107757,1000,2800.664604
