#{"t_start": 1771149879.4264972, "env_id": "Swimmer-v5"}
r,l,t
25.161021,1000,1106.569631
25.892607,1000,1112.894954
27.268033,1000,1119.325801
29.150768,1000,1129.615421
29.349822,1000,1135.995152
31.481437,1000,1142.375699
30.915698,1000,1148.730095
30.150606,1000,1155.055023
29.962985,1000,1165.215432
31.307329,1000,1171.549529
33.256956,1000,1178.03223
31.179266,1000,1184.443103
33.782637,1000,1190.775633
27.582036,1000,1200.937816
27.37682,1000,1207.328878
26.548347,1000,1213.684089
29.098776,1000,1220.022783
23.180893,1000,1226.362619
26.749797,1000,1236.498553
26.000894,1000,1242.839653
22.337547,1000,1249.183688
21.762688,1000,1255.51121
22.129318,1000,1261.853217
21.000754,1000,1272.046254
28.256281,1000,1278.372477
27.67103,1000,1284.697772
30.094762,1000,1291.035066
27.16536,1000,1297.370949
22.050573,1000,1307.485137
22.354133,1000,1313.812909
21.158236,1000,1320.150628
22.47358,1000,1326.48644
20.784788,1000,1332.812188
7.302047,1000,1342.825514
62.188737,1000,1349.145671
55.785797,1000,1355.464976
-1.269859,1000,1361.779863
10.653062,1000,1368.105877
-4.371958,1000,1378.233725
-20.245575,1000,1384.546284
19.056246,1000,1390.895828
-10.543502,1000,1397.267066
21.235151,1000,1403.662744
13.791493,1000,1413.79373
4.494792,1000,1420.187246
9.781503,1000,1426.576459
19.920793,1000,1432.977336
15.663885,1000,1439.367486
16.178433,1000,1449.474178
16.875713,1000,1455.864333
4.113138,1000,1462.268447
-20.995917,1000,1468.666362
11.939912,1000,1475.064301
-13.050173,1000,1485.110437
7.900675,1000,1491.525247
-11.832907,1000,1497.928122
-10.104257,1000,1504.323962
-10.089503,1000,1510.73824
22.70007,1000,1520.813241
5.858132,1000,1527.253233
25.594844,1000,1533.669507
10.652049,1000,1540.082568
-8.3437,1000,1546.499245
8.412989,1000,1556.742204
27.330483,1000,1563.159037
27.808864,1000,1569.580757
31.185046,1000,1576.011285
28.385812,1000,1582.437551
10.684985,1000,1592.661461
34.979287,1000,1599.014797
8.715368,1000,1605.344235
10.614484,1000,1611.673052
6.823429,1000,1618.003848
49.011451,1000,1628.062367
47.946912,1000,1634.405598
44.243464,1000,1640.822045
35.151566,1000,1647.229917
10.418303,1000,1653.639747
17.361572,1000,1663.735945
14.682843,1000,1670.157911
34.687783,1000,1676.564479
25.126841,1000,1682.973529
30.977011,1000,1689.401259
7.305706,1000,1699.522082
22.310307,1000,1705.92997
28.18808,1000,1712.345156
30.044189,1000,1718.784196
55.119183,1000,1725.194594
56.429622,1000,1735.449549
56.645791,1000,1741.869765
43.56796,1000,1748.415963
36.638263,1000,1754.824778
20.693157,1000,1761.272984
45.585965,1000,1771.523408
21.591966,1000,1777.975526
16.005484,1000,1784.401336
8.660737,1000,1790.824456
9.587445,1000,1797.24634
8.694762,1000,1807.51879
1.414178,1000,1813.933723
24.96846,1000,1820.396773
14.664839,1000,1826.818588
-4.810027,1000,1833.251519
-5.774897,1000,1843.33233
10.169589,1000,1849.741984
12.029288,1000,1856.153896
7.0792,1000,1862.584519
19.783814,1000,1869.009005
10.624716,1000,1879.246764
15.386088,1000,1885.668736
31.480976,1000,1892.106685
27.627432,1000,1898.556332
21.700946,1000,1904.980732
20.343361,1000,1915.077291
28.993146,1000,1921.523313
11.622402,1000,1928.309194
12.442516,1000,1934.731623
17.582575,1000,1941.169485
-9.563304,1000,1951.290351
11.087243,1000,1957.744155
1.978652,1000,1964.184254
18.365047,1000,1970.61656
14.78321,1000,1977.06735
-0.541348,1000,1987.206092
10.719262,1000,1993.641494
-3.623904,1000,2000.083694
7.746118,1000,2006.54407
25.495392,1000,2012.993451
23.533138,1000,2023.15396
48.59387,1000,2029.601788
32.418994,1000,2036.053372
10.832082,1000,2042.503224
39.963444,1000,2048.953956
13.094828,1000,2059.079436
37.640444,1000,2065.557397
43.467,1000,2072.003205
13.713491,1000,2078.539035
38.671575,1000,2084.988966
9.206475,1000,2095.162833
26.679919,1000,2101.624682
7.162152,1000,2108.088885
29.3927,1000,2114.566052
16.836845,1000,2120.999006
18.719805,1000,2131.086318
14.708208,1000,2137.498362
17.092013,1000,2143.86027
21.923539,1000,2150.234327
21.158845,1000,2156.596891
21.109736,1000,2166.716359
21.308439,1000,2173.069261
26.366169,1000,2179.441867
10.885108,1000,2185.814243
11.461844,1000,2192.179399
3.865075,1000,2202.235855
12.447692,1000,2208.621538
19.995923,1000,2214.994427
12.751468,1000,2221.373465
22.708849,1000,2227.757069
40.257297,1000,2237.868133
17.775895,1000,2244.24523
34.105409,1000,2250.653713
18.737343,1000,2257.07692
9.456328,1000,2263.500339
20.136872,1000,2273.655961
22.265286,1000,2280.075086
34.070445,1000,2286.498198
14.396367,1000,2292.928279
27.950936,1000,2299.349968
9.645483,1000,2309.547505
15.708924,1000,2315.981182
19.226356,1000,2322.405018
21.690488,1000,2328.821917
25.267883,1000,2335.260119
23.17075,1000,2345.395888
29.074054,1000,2351.819856
17.448882,1000,2358.233908
23.305313,1000,2364.65055
26.101798,1000,2371.065387
26.539618,1000,2381.109454
30.604887,1000,2387.479812
20.621477,1000,2393.856733
42.138206,1000,2400.233238
34.063433,1000,2406.738071
37.991827,1000,2416.775509
43.658544,1000,2423.170315
39.666071,1000,2429.550254
38.285206,1000,2435.942501
39.22264,1000,2442.31682
39.692658,1000,2452.299166
42.910365,1000,2458.67495
43.728446,1000,2465.071885
37.535664,1000,2471.454772
44.090039,1000,2477.838187
40.247741,1000,2487.91677
37.333587,1000,2494.318816
37.983214,1000,2500.695988
36.816947,1000,2507.080275
34.658401,1000,2513.463125
28.277492,1000,2523.559437
39.479024,1000,2529.94666
29.094564,1000,2536.336062
33.394839,1000,2542.73288
37.95771,1000,2549.245949
29.290201,1000,2559.388014
32.523882,1000,2565.880811
27.599453,1000,2572.36938
29.252574,1000,2578.876846
27.118078,1000,2585.379611
18.750205,1000,2595.541116
21.4604,1000,2602.040135
26.336246,1000,2608.552405
14.336271,1000,2615.146757
14.777277,1000,2621.628827
1.678567,1000,2631.918336
22.964667,1000,2638.38449
18.734313,1000,2644.82619
10.339546,1000,2651.258611
32.938546,1000,2657.67522
31.338605,1000,2667.80612
14.516341,1000,2674.209291
35.726407,1000,2680.611531
34.351424,1000,2687.010129
37.325063,1000,2693.424327
33.213925,1000,2703.562531
43.690042,1000,2709.96476
24.380388,1000,2716.368249
25.170773,1000,2722.827055
31.283995,1000,2729.238693
24.082595,1000,2739.290881
32.353027,1000,2745.699992
22.657468,1000,2752.12365
27.679406,1000,2758.534346
20.087593,1000,2764.944982
24.439897,1000,2775.058401
25.311189,1000,2781.49036
26.012961,1000,2787.902526
13.806103,1000,2794.333407
10.546287,1000,2800.745021
