#{"t_start": 1771161150.0280864, "env_id": "Swimmer-v5"}
r,l,t
-23.181569,1000,1964.823011
-1.73496,1000,1971.177054
-29.285397,1000,1977.544902
-28.439689,1000,1987.525635
11.582949,1000,1993.89732
-26.994637,1000,2000.260315
-24.645075,1000,2006.637921
13.771489,1000,2013.009101
-23.606819,1000,2023.034453
-24.109633,1000,2029.403881
16.066671,1000,2035.779202
4.810218,1000,2042.155298
-2.900388,1000,2048.525389
-26.881844,1000,2058.552678
12.530206,1000,2064.937525
-32.151553,1000,2071.32412
17.703305,1000,2077.696856
-22.713398,1000,2084.0734
22.863805,1000,2094.105104
-20.350781,1000,2100.486605
-29.630575,1000,2106.881042
-18.34773,1000,2113.261875
-19.914909,1000,2119.650733
-17.949354,1000,2129.666949
13.27368,1000,2136.046984
-20.872509,1000,2142.447619
22.316427,1000,2148.834603
-1.770579,1000,2155.207373
5.965435,1000,2165.249768
-5.150026,1000,2171.632811
16.088833,1000,2178.049487
-28.1994,1000,2184.427419
-15.90183,1000,2190.813242
-30.381891,1000,2200.862343
-5.772075,1000,2207.269713
11.155947,1000,2213.663915
-16.82007,1000,2220.049897
-1.415106,1000,2226.429735
-8.858714,1000,2236.457505
-27.284455,1000,2242.832327
1.248545,1000,2249.21499
8.405401,1000,2255.642477
-15.350381,1000,2262.042487
-23.50111,1000,2272.082094
-23.732525,1000,2278.464355
12.024528,1000,2284.848294
-9.455547,1000,2291.258882
-16.565018,1000,2297.646641
15.737265,1000,2307.705676
-3.669236,1000,2314.091666
-8.050003,1000,2320.491229
-5.715941,1000,2326.889411
-8.814825,1000,2333.278017
-12.260102,1000,2343.342657
-4.110228,1000,2349.751548
-10.49105,1000,2356.15123
14.821071,1000,2362.546861
-8.832497,1000,2368.950576
0.762128,1000,2379.085065
-15.900918,1000,2385.487216
-7.439938,1000,2391.907049
-2.569944,1000,2398.310908
-11.163752,1000,2404.793107
-16.069407,1000,2414.866672
-7.066323,1000,2421.262001
-11.597018,1000,2427.677757
-1.057074,1000,2434.095863
-16.956962,1000,2440.494671
-5.295957,1000,2450.547582
-11.66696,1000,2456.942864
-14.32958,1000,2463.438372
-5.522376,1000,2469.875745
-6.91139,1000,2476.327067
-11.82454,1000,2486.451363
15.279737,1000,2492.910086
-8.446169,1000,2499.360698
-8.675023,1000,2505.766755
7.847375,1000,2512.164206
-13.667,1000,2522.262902
-3.821506,1000,2528.665472
8.080703,1000,2535.075234
19.049471,1000,2541.472335
10.824085,1000,2547.892177
-11.820417,1000,2558.03686
-7.850762,1000,2564.539591
25.965348,1000,2571.032331
-5.553169,1000,2577.545975
-15.837221,1000,2584.057381
4.506374,1000,2594.28483
13.242458,1000,2600.772561
-13.216229,1000,2607.281773
8.398772,1000,2613.773843
-8.990228,1000,2620.261431
21.729408,1000,2630.463365
-0.074438,1000,2636.959887
-11.969713,1000,2643.447572
-12.310817,1000,2649.935927
2.197445,1000,2656.43056
26.47095,1000,2666.681471
-5.658863,1000,2673.178206
6.476489,1000,2679.671498
7.295246,1000,2686.174544
-8.837492,1000,2692.673331
14.867074,1000,2702.921566
-4.822634,1000,2709.417187
-5.844694,1000,2715.931293
-6.158439,1000,2722.45915
-6.842844,1000,2728.981982
17.189961,1000,2739.259459
-1.694871,1000,2745.760904
6.14856,1000,2752.270894
-3.968477,1000,2758.776989
5.049553,1000,2765.278947
12.999472,1000,2775.522272
3.209885,1000,2782.030666
2.472113,1000,2788.534551
6.825513,1000,2795.05753
0.80433,1000,2801.58243
