#{"t_start": 1771152693.098978, "env_id": "Swimmer-v5"}
r,l,t
50.826934,1000,797.190965
34.51745,1000,803.635241
31.036019,1000,810.097017
40.222602,1000,820.395552
21.498924,1000,826.837007
14.836598,1000,833.26302
-11.303774,1000,839.70534
56.15607,1000,846.157287
44.79277,1000,856.463062
15.218104,1000,862.920737
12.381418,1000,869.375416
18.967605,1000,875.84526
35.966316,1000,882.295617
17.419344,1000,892.546755
0.853498,1000,899.002612
20.075611,1000,905.47533
15.765726,1000,911.907822
24.574448,1000,918.351603
18.531085,1000,928.59037
17.470855,1000,935.103646
10.738919,1000,941.554583
4.683372,1000,947.998371
8.351396,1000,954.437046
11.21993,1000,964.62965
9.600148,1000,971.083012
7.698567,1000,977.521922
3.566808,1000,983.960288
11.722813,1000,990.423146
12.935636,1000,1000.553486
9.086692,1000,1006.982652
23.010746,1000,1013.429846
8.954524,1000,1019.892177
11.781105,1000,1026.353745
17.376685,1000,1036.698739
16.276089,1000,1043.129392
16.849576,1000,1049.580386
17.451711,1000,1056.005961
15.995918,1000,1062.501471
13.624884,1000,1072.826257
22.244682,1000,1079.286628
27.750611,1000,1085.724603
30.982229,1000,1092.169172
20.819195,1000,1098.584067
28.173999,1000,1108.804564
26.148298,1000,1115.176675
41.368068,1000,1121.554466
40.709769,1000,1127.914623
32.578507,1000,1134.288831
21.712033,1000,1144.335544
20.574607,1000,1150.699851
22.474418,1000,1157.060034
18.113142,1000,1163.414376
16.094424,1000,1169.769864
22.867708,1000,1179.780328
23.913333,1000,1186.126712
20.504302,1000,1192.477129
11.66945,1000,1198.794209
39.195405,1000,1205.138849
34.348379,1000,1215.139572
11.919464,1000,1221.579833
26.333451,1000,1227.914513
-4.296743,1000,1234.224235
11.434015,1000,1240.52444
-2.957795,1000,1250.649874
-13.31775,1000,1256.99388
-20.944396,1000,1263.345599
-16.713392,1000,1269.695588
-3.131185,1000,1276.040477
-9.624475,1000,1286.1504
-43.83755,1000,1292.509503
-28.364674,1000,1298.86947
-1.758913,1000,1305.239585
4.104141,1000,1311.596469
-1.003968,1000,1321.802109
98.437389,1000,1328.16435
16.608964,1000,1334.541307
-7.782294,1000,1340.954071
-13.094512,1000,1347.300556
17.65178,1000,1357.456529
12.137519,1000,1363.831661
12.790399,1000,1370.215059
-32.018153,1000,1376.569346
4.551677,1000,1382.929096
-3.19517,1000,1393.10535
23.916943,1000,1399.461281
18.137143,1000,1405.807265
5.106148,1000,1412.145782
11.877463,1000,1418.494231
-13.800159,1000,1428.441007
-12.59284,1000,1434.770751
-3.404414,1000,1441.096361
10.841901,1000,1447.430591
9.040918,1000,1453.769292
6.048444,1000,1463.879081
2.496667,1000,1470.21084
13.832937,1000,1476.555371
13.369532,1000,1482.894021
34.951032,1000,1489.238555
43.222407,1000,1499.527299
33.837199,1000,1505.857654
23.922019,1000,1512.201451
31.531206,1000,1518.546182
29.424497,1000,1524.879396
37.756988,1000,1534.969568
32.3897,1000,1541.327231
34.511403,1000,1547.666841
41.299106,1000,1554.013843
29.698502,1000,1560.379339
29.978438,1000,1570.457024
9.320246,1000,1576.800649
27.821605,1000,1583.141054
24.831576,1000,1589.524109
16.913207,1000,1595.886269
22.331093,1000,1606.019651
11.783439,1000,1612.357902
15.677283,1000,1618.731831
-1.033472,1000,1625.083281
3.08291,1000,1631.442294
-6.280541,1000,1641.565026
6.117093,1000,1647.945365
-16.747834,1000,1654.304379
12.58931,1000,1660.667922
51.392801,1000,1667.02799
1.698285,1000,1677.183064
21.941919,1000,1683.55323
26.200804,1000,1689.909635
24.360187,1000,1696.271637
27.034096,1000,1702.654344
30.856634,1000,1712.829902
39.286662,1000,1719.203663
33.610602,1000,1725.58621
34.028594,1000,1731.971898
9.470323,1000,1738.348258
24.594496,1000,1748.454739
19.903991,1000,1754.844604
25.75225,1000,1761.239293
11.282697,1000,1767.638867
8.785245,1000,1774.035317
38.276021,1000,1784.202045
-13.739842,1000,1790.594253
36.675536,1000,1796.959551
38.748119,1000,1803.344318
39.255065,1000,1809.74116
21.597423,1000,1819.930324
22.333931,1000,1826.326679
33.362006,1000,1832.726703
39.878688,1000,1839.129079
22.80974,1000,1845.524229
33.711547,1000,1855.65145
19.822106,1000,1861.987376
24.948331,1000,1868.32022
18.931988,1000,1874.679868
22.14134,1000,1881.012363
30.85948,1000,1891.243005
21.220709,1000,1897.614884
22.049385,1000,1903.996667
24.728454,1000,1910.382995
33.605376,1000,1916.786762
20.123533,1000,1926.924171
26.710686,1000,1933.323228
18.321107,1000,1939.70685
24.096492,1000,1946.104789
27.167704,1000,1952.488443
25.324389,1000,1962.669997
26.974671,1000,1969.025976
24.795469,1000,1975.382732
22.427212,1000,1981.736538
32.506133,1000,1988.120678
31.58516,1000,1998.210481
23.088395,1000,2004.557977
32.838898,1000,2010.925739
33.985219,1000,2017.294304
32.045245,1000,2023.65325
27.730318,1000,2033.79309
30.684489,1000,2040.196751
26.580619,1000,2046.647869
23.763479,1000,2053.096908
26.698595,1000,2059.555579
23.685971,1000,2069.858166
25.913901,1000,2076.349037
40.144611,1000,2082.72885
32.481038,1000,2089.079703
24.267771,1000,2095.425519
9.600541,1000,2105.571868
29.096897,1000,2111.939055
18.985994,1000,2118.301432
28.501246,1000,2124.662703
25.447625,1000,2131.026098
34.548041,1000,2141.126162
21.370051,1000,2147.497907
21.993275,1000,2153.847489
21.308691,1000,2160.224457
19.112457,1000,2166.585089
16.459516,1000,2176.67848
7.716486,1000,2183.040361
21.243845,1000,2189.414497
25.3346,1000,2195.781754
15.920163,1000,2202.152444
15.636155,1000,2212.261014
20.402426,1000,2218.635092
22.778928,1000,2224.998516
11.803156,1000,2231.374484
8.870851,1000,2237.755162
21.735904,1000,2247.914819
20.416283,1000,2254.273166
10.595514,1000,2260.657055
9.514069,1000,2267.024722
6.311294,1000,2273.417141
9.827279,1000,2283.535017
8.539929,1000,2289.906462
16.943427,1000,2296.280241
16.47125,1000,2302.667139
17.998072,1000,2309.079394
21.320379,1000,2319.256772
16.212641,1000,2325.659124
19.88794,1000,2332.075547
36.181897,1000,2338.483268
20.426847,1000,2344.895461
23.170371,1000,2355.036823
19.832264,1000,2361.418045
24.858504,1000,2367.819053
15.090628,1000,2374.260952
24.347443,1000,2380.681297
13.273364,1000,2390.930185
13.637431,1000,2397.375506
20.518866,1000,2403.822141
10.382815,1000,2410.262019
7.151542,1000,2416.699546
-0.264464,1000,2426.981764
12.230164,1000,2433.493346
28.849311,1000,2439.957065
24.667468,1000,2446.415277
-1.969275,1000,2452.858468
5.388002,1000,2463.030241
27.321177,1000,2469.452549
36.577796,1000,2475.857563
17.07354,1000,2482.232701
24.8519,1000,2488.622691
39.811254,1000,2498.719276
34.692399,1000,2505.133337
39.355873,1000,2511.574296
36.840909,1000,2518.004838
39.234515,1000,2524.390535
39.648616,1000,2534.523051
42.576887,1000,2540.893408
41.706281,1000,2547.279223
38.230201,1000,2553.675285
34.365636,1000,2560.074427
33.309801,1000,2570.246728
9.53921,1000,2576.637918
36.018972,1000,2583.05005
6.490476,1000,2589.449696
39.440919,1000,2595.839175
38.299382,1000,2605.967718
37.081449,1000,2612.361984
35.107368,1000,2618.770046
31.498207,1000,2625.165799
32.389464,1000,2631.568592
26.744669,1000,2641.712208
30.453247,1000,2648.139316
30.095269,1000,2654.539549
38.624326,1000,2660.931907
34.265101,1000,2667.331011
31.366624,1000,2677.468917
27.02351,1000,2683.870232
33.447568,1000,2690.280135
35.72194,1000,2696.690343
16.518345,1000,2703.094246
32.769486,1000,2713.227381
39.565665,1000,2719.619792
38.169947,1000,2726.050854
32.962505,1000,2732.549497
16.811898,1000,2739.043594
27.889086,1000,2749.426509
34.816406,1000,2755.943894
30.940507,1000,2762.456056
40.543523,1000,2768.972152
30.647502,1000,2775.411391
32.871779,1000,2785.636719
43.148434,1000,2792.053155
19.392703,1000,2798.463384
35.843008,1000,2804.876776
21.4096,1000,2811.283307
